description,class,grouped_class
يتضمن إحداث وكالات بريدية.,البريد,الاتصالات والإعلام
يتضمن تحديد الحصة النهائية الجزائرية في الاتصالات البرقية بين الجزائر والإمارات العربية المتحدة.,البريد,الاتصالات والإعلام
يتضمن فتح خدمة وتحديد الحصة النهائية الجزائرية في الاتصالات بالتيلكس بين الجزائر وزامبيا.,البريد,الاتصالات والإعلام
يتضمن تعديل الرسوم البرقية في الإتصالات بين الجزائر وفرنسا.,البريد,الاتصالات والإعلام
يتضمن تحديد رسوم التيلكس في الإتصالات بين الجزائر وبلغاريا والجزائر واليونان والجزائر والمجر والجزائر وإيرلندا.,البريد,الاتصالات والإعلام
يتضمن تعديل الرسوم البرقية بين الجزائر والنرويج.,البريد,الاتصالات والإعلام
يتضمن تعديل القرار المؤرخ 20 محرم عام 1393 الموافق 23 فبراير سنة 1973 والمتضمن إحداث فروغ ومكاتب للتصويت لتعيين ممثلي الموظفين في اللجان المتساوية الأعضاء.,البريد,الاتصالات والإعلام
يتضمن إحداث وكالة بريدية.,البريد,الاتصالات والإعلام
يتضمن إحداث مؤسسة بريدية.,البريد,الاتصالات والإعلام
يتضمن إحداث مؤسسة بريدية.,البريد,الاتصالات والإعلام
يتضمن إحداث وكالات بريدية.,البريد,الاتصالات والإعلام
يتضمن تحديد الحصة الجزائرية والرسم الإجمالي في الاتصالات الهاتفية بين الجزائر والدانمارك.,البريد,الاتصالات والإعلام
يتضمن تحديد الحصة الجزائرية والرسم الإجمالي في الإتصالات الهاتفية بين الجزائر والسويد.,البريد,الاتصالات والإعلام
يتضمن تحديد الحصة الجزائرية والرسم الإجمالي في الإتصالات الهاتفية بين الجزائر والنرويج.,البريد,الاتصالات والإعلام
يتضمن تحديد الحصة الجزائرية والرسم الإجمالي في الإتصالات الهاتفية بين الجزائر وفنلندا.,البريد,الاتصالات والإعلام
يتضمن إنشاء دائرة للرسم في إيليزي.,البريد,الاتصالات والإعلام
يتضمن إحداث وكالات بريدية.,البريد,الاتصالات والإعلام
يتضمن إحداث مؤسسة بريدية.,البريد,الاتصالات والإعلام
يتضمن إنشاء دائرة للرسم في العبادلة.,البريد,الاتصالات والإعلام
يتضمن تحديد الحصة الجزائرية والرسم الإجمالي في الإتصالات الهاتفية بين الجزائر وفنزويلا.,البريد,الاتصالات والإعلام
يتضمن تحديد الحصة الجزائرية والرسم الإجمالي في الإتصالات الهاتفية بين الجزائر وأستراليا.,البريد,الاتصالات والإعلام
يتضمن تحديد الحصة الجزائرية والرسم الإجمالي في الإتصالات الهاتفية بين الجزائر والسودان.,البريد,الاتصالات والإعلام
يتضمن تحديد الحصة الجزائرية والرسم الإجمالي في الإتصالات الهاتفية بين الجزائر وهايتي.,البريد,الاتصالات والإعلام
يتضمن تحديد الحصة الجزائرية والرسم الإجمالي في الإتصالات الهاتفية بين الجزائر وأنغولا.,البريد,الاتصالات والإعلام
يتضمن تحديد الحصة الجزائرية والرسم الإجمالي في الإتصالات الهاتفية بين الجزائر ولبنان.,البريد,الاتصالات والإعلام
يتضمن تعديل المرسوم رقم 65-132 المؤرخ في 25 ذي الحجة عام 1384 الموافق 27 أبريل سنة 1965 والمتضمن تحديد التعريفات الخاصة بمصلحة المواصلات السلكية واللاسلكية والمتعلقة بالنظام الداخلي الجزائري.,البريد,الاتصالات والإعلام
يتضمن إعادة ترتيب مؤسسة بريدية.,البريد,الاتصالات والإعلام
يتضمن إحداث وكالات بريدية.,البريد,الاتصالات والإعلام
يتضمن تنظيم لجنة فتح الظروف والمناقصات.,البريد,الاتصالات والإعلام
يتضمن تعديل القرار الوزاري المشترك المؤرخ في 11 مايو سنة 1980 والمتضمن إحداث لجان متساوية الأعضاء خاصة بأسلاك الموظفين التابعين لوزارة البريد والمواصلات.,البريد,الاتصالات والإعلام
يحدد الحصة النهائية الجزائرية والرسم الاجمالي في الاتصالات الهاتفية بين الجزائر والاكواتور.,البريد,الاتصالات والإعلام
يتضمن إحداث وكالة بريدية.,البريد,الاتصالات والإعلام
يتضمن إحداث وكالة بريدية.,البريد,الاتصالات والإعلام
يحدد صلاحيات الوزيرة المنتدبة لدى رئيس الحكومة، المكلفة بالتضامن الوطني والعائلة.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن تنظيم الإدارة المركزية للوزيرة المنتدبة لدى رئيس الحكومة، المكلفة بالتضامن الوطني والعائلة.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن إنشاء مجلس وطني للمرأة.,التضامن,الخدمات الاجتماعية والثقافية
يعدل ويتمم المرسوم التنفيذي رقم 96-199 المؤرخ في 15 محرم عام 1417 الموافق 2 يونيو سنة 1996 الذي يحدد صلاحيات الوزيرة المنتدبة لدى رئيس الحكومة المكلفة بالتضامن الوطني والعائلة.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن تعديل أحكام المرسوم التنفيذي رقم 94-198 المؤرخ في 4 صفر عام 1415 الموافق 13 يوليو سنة 1994 والمتضمن إحداث لجنة وطنية للتضامن.,التضامن,الخدمات الاجتماعية والثقافية
يحدد صلاحيات وزيرة التضامن الوطني والعائلة.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن تنظيم الإدارة المركزية لوزارة التضامن والعائلة.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن إحداث نشرة رسمية لوزارة التضامن الوطني والعائلة.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن إنشاء اللجان المتساوية الأعضاء المختصة بأسلاك موظفي وزارة التضامن الوطني والعائلة.,التضامن,الخدمات الاجتماعية والثقافية
يحدد تشكيلة اللجنتين المتساويتي الأعضاء المختصتين بأسلاك موظفي وزارة التضامن الوطني والعائلة.,التضامن,الخدمات الاجتماعية والثقافية
يحدد شروط التكفل بالعائلات المحرومة ضحية المأساة وكيفيات ذلك.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن إنشاء لجنة الطعن المختصة بأسلاك موظفي وزارة التضامن الوطني والعائلة.,التضامن,الخدمات الاجتماعية والثقافية
يحدد تشكيلة لجنة الطعن المختصة بأسلاك موظفي وزارة التضامن الوطني والعائلة.,التضامن,الخدمات الاجتماعية والثقافية
يحدد قائمة مناصب العمل التي تخول الحق في تعويض الضرر في وزارة التضامن الوطني والعائلة.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن إحداث اللجنة الوطنية لحماية الأشخاص المسنين ورفاهيتهم وتنظيمها وسيرها.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن إحداث لجنة متابعة وتقييم مخطط العمل الوطني لحماية الطفل وتفتحه وتنظيمها وسيرها.,التضامن,الخدمات الاجتماعية والثقافية
يحدد كيفيات إحداث الخلايا الجوارية والتضامنية وتنظيمها وسيرها.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن إحداث مركز وطني لاستقبال النساء ضحايا العنف ومن هن في وضع صعب، وتنظيمه وسيره.,التضامن,الخدمات الاجتماعية والثقافية
يحدد القانون الأساسي للمؤسسات والخدمات الخاصة الخيرية وكيفيات إحداثها وتنظيمها وسيرها.,التضامن,الخدمات الاجتماعية والثقافية
يحدد صلاحيات الوزير المكلف بالتضامن الوطني.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن تنظيم الإدارة المركزية في الوزارة المكلفة بالتضامن الوطني.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن إحداث المفتشية العامة في الوزارة المكلفة بالتضامن الوطني وتنظيمها وسيرها.,التضامن,الخدمات الاجتماعية والثقافية
يعدل المرسوم التنفيذي رقم 96-232 المؤرخ في 13 صفر عام 1417 الموافق 29 يونيو سنة 1996 والمتضمن إنشاء وكالة التنمية الاجتماعية ويحدد قانونها الأساسي.,التضامن,الخدمات الاجتماعية والثقافية
يعدل المرسوم التنفيذي رقم 96-296 المؤرخ في 24 ربيع الثاني عام 1417 الموافق 8 سبتمبر سنة 1996 والمتضمن إنشاء الوكالة الوطنية لدعم تشغيل الشباب وتحديد قانونها الأساسي.,التضامن,الخدمات الاجتماعية والثقافية
يحدد صلاحيات وزير التنشيط الاجتماعي والتضامن الوطني.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن تنظيم الإدارة المركزية في وزارة التنشيط الاجتماعي والتضامن الوطني.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن إحداث المفتشية العامة في وزارة التنشيط الاجتماعي والتضامن الوطني وتنظيمها وسيرها.,التضامن,الخدمات الاجتماعية والثقافية
يتمم قائمتي مراكز التعليم المتخصصة للأطفال المعوقين سمعيا والمراكز الطبية التربوية للأطفال المعوقين ذهنيا.,التضامن,الخدمات الاجتماعية والثقافية
يتعلق بحماية الأشخاص المعوقين وترقيتهم.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن انشاء لجنتين متساويتي الأعضاء مختصتين بأسلاك موظفي وزارة التنشيط الاجتماعي والتضامن الوطني.,التضامن,الخدمات الاجتماعية والثقافية
يحدد تشكيلة اللجنتين المتساويتي الأعضاء المختصتين بأسلاك موظفي وزارة التنشيط الاجتماعي والتضامن الوطني.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن انشاء لجنة الطعن المختصة بأسلاك موظفي وزارة التنشيط الاجتماعي والتضامن الوطني.,التضامن,الخدمات الاجتماعية والثقافية
يحدد تشكيلة لجنة الطعن المختصة بأسلاك موظفي وزارة التنشيط الاجتماعي والتضامن الوطني.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن إحداث مؤسسات ديار الرحمة ويحدد قانونها الأساسي.,التضامن,الخدمات الاجتماعية والثقافية
يحدد عدد المناصب العليا للإدارة المركزية لوزارة التنشيط الاجتماعي والتضامن الوطني.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن إنشاء ملحقة للمركز الوطني لتكوين الموظفين الاختصاصيين في مؤسسات المعوقين ببسكرة (ولاية بسكرة).,التضامن,الخدمات الاجتماعية والثقافية
يتمم قائمتي المراكز المتخصصة في إعادة التربية والمراكز المتخصصة في الحماية.,التضامن,الخدمات الاجتماعية والثقافية
يتمم قوائم المراكز المتخصصة في تعليم الأطفال المعوقين بصريا وسمعيا والمراكز الطبية التربوية للأطفال المعوقين ذهنيا والمعوقين حركيا.,التضامن,الخدمات الاجتماعية والثقافية
يتمم القائمة الملحقة بالمرسوم رقم 80-83 المؤرخ في 28 ربيع الثاني عام 1400 الموافق 15 مارس سنة 1980 والمتضمن إحداث دور الأطفال المسعفين وتنظيمها وسيرها.,التضامن,الخدمات الاجتماعية والثقافية
يعدل المرسوم التنفيذي رقم 03-45 المؤرّخ في 17 ذي القعدة عام 1423 الموافق 19 يناير سنة 2003 الذي يحدد كيفيات تطبيق أحكام المادة 7 من القانون رقم 02-09 المؤرخ في 25 صفر عام 1423 الموافق 8 مايو سنة 2002 والمتعلق بحماية الأشخاص المعوقين وترقيتهم.,التضامن,الخدمات الاجتماعية والثقافية
يحدد صلاحيات وزير التضامن الوطني.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن تنظيم الإدارة المركزية في وزارة التضامن الوطني.,التضامن,الخدمات الاجتماعية والثقافية
يتظمن تنظيم المفتشية العامة في وزارة التضامن الوطني وسيرها.,التضامن,الخدمات الاجتماعية والثقافية
يسند إلى وزير التضامن سلطة الوصاية على وكالة التنمية الاجتماعية.,التضامن,الخدمات الاجتماعية والثقافية
يعدل المرسوم التنفيذي رقم 04-14 المؤرخ في 29 ذي القعدة عام 1424 الموافق 22 يناير سنة 2004 والمتضمن إنشاء الوكالة الوطنية لتسيير القرض المصغر وتحديد قانونها الأساسي.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن إنشاء ملحقة للمركز الوطني لتكوين الموظفين المتخصصين بأولاد خالد (ولاية سعيدة).,التضامن,الخدمات الاجتماعية والثقافية
يحدد شروط إنشاء مؤسسات المساعدة عن طريق العمل وتنظيمها وسيرها.,التضامن,الخدمات الاجتماعية والثقافية
يتعلق باللجنة الوطنية للتضامن.,التضامن,الخدمات الاجتماعية والثقافية
يتمم المرسوم رقم 62-524 المؤرخ في 6 سبتمبر سنة 1962 والمتضمن الاعتراف بمؤسسة وطنية للهلال الأحمر الجزائري.,التضامن,الخدمات الاجتماعية والثقافية
يحدد شروط إنشاء مؤسسات العمل المحمي وتنظيمها وسيرها.,التضامن,الخدمات الاجتماعية والثقافية
يتعلق بجهاز الإدماج الاجتماعي للشباب حاملي الشهادات.,التضامن,الخدمات الاجتماعية والثقافية
"يحدد قائمة إيرادات ونفقات حساب التخصيص الخاص رقم 302-069 بعنوان ""الصندوق الخاص للتضامن الوطني"".",التضامن,الخدمات الاجتماعية والثقافية
يتضمن إنشاء مصلحة المساعدة الاجتماعية الاستعجالية المتنقلة وتنظيمها وسيرها.,التضامن,الخدمات الاجتماعية والثقافية
يتمم القائمة الملحقة بالمرسوم رقم 80-82 المؤرخ في 28 ربيع الثاني عام 1400 الموافق 15 مارس سنة 1980 والمتضمن إحداث دور المسنين أو المعوقين وتنظيمها وسيرها.,التضامن,الخدمات الاجتماعية والثقافية
يتمم القائمة الملحقة بالمرسوم رقم 80-83 المؤرخ 28 ربيع الثاني 1400 الموافق 15 مارس سنة 1980 والمتضمن إحداث دور الأطفال المسعفين وتنظيمها وسيرها.,التضامن,الخدمات الاجتماعية والثقافية
يتمم قوائم المراكز المتخصصة في تعليم الأطفال المعوقين بصريا وسمعيا والمراكز الطبية التربوية للأطفال المعوقين ذهنيا والمعوقين حركيا.,التضامن,الخدمات الاجتماعية والثقافية
يحدد شروط إنشاء مؤسسات ومراكز استقبال الطفولة الصغيرة وتنظيمها وسيرها ومراقبتها.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن تعيين أعضاء مجلس التوجيه للوكالة الوطنية لتسيير القرض المصغر.,التضامن,الخدمات الاجتماعية والثقافية
يتعلق بالخلايا الجوارية للتضامن.,التضامن,الخدمات الاجتماعية والثقافية
يحدد شروط إنشاء المؤسسات الاجتماعية والطبية الاجتماعية وتنظيمها وسيرها ومراقبتها.,التضامن,الخدمات الاجتماعية والثقافية
يحدد صلاحيات وزير التضامن الوطني والأسرة والجالية الوطنية بالخارج.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن تنظيم الإدارة المركزية في وزارة التضامن الوطني والأسرة والجالية الوطنية بالخارج.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن تنظيم المفتشية العامة في وزارة التضامن الوطني والأسرة والجالية الوطنية بالخارج وسيرها.,التضامن,الخدمات الاجتماعية والثقافية
يعدل القرار الوزاري المشترك المؤرخ في 27 ذي القعدة عام 1421 الموافق 21 فبراير سنة 2001 والمتضمن رفع مبلغي التعويض عن المشاركة في النشاطات ذات المنفعة العامة والمنحة الجزافية للتضامن.,التضامن,الخدمات الاجتماعية والثقافية
"يعدل ويتمم المرسوم التنفيذي رقم 05-414 المؤرخ في 22 رمضان عام 1426 الموافق 25 أكتوبر سنة 2005 الذي يحدد كيفيات تسيير حساب التخصيص الخاص رقم 302-117 الذي عنوانه ""الصندوق الوطني لدعم القرض المصغر"".",التضامن,الخدمات الاجتماعية والثقافية
يعدل ويتمم القرار المؤرخ في 7 ذي القعدة عام 1425 الموافق 19 ديسمبر سنة 2004 والمتضمن إنشاء لجنتين متساويتي الأعضاء مختصتين بأسلاك موظفي وزارة التشغيل والتضامن الوطني.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن تجديد تشكيلة اللجنتين المتساويتي الأعضاء المختصتين بأسلاك موظفي وزارة التضامن الوطني.,التضامن,الخدمات الاجتماعية والثقافية
يعدل ويتمم المرسوم التنفيذي رقم 08-02 المؤرخ في 24 ذي الحجة عام 1428 الموافق 2 يناير سنة 2008 الذي يحدد شروط إنشاء مؤسسات المساعدة عن طريق العمل وتنظيمها وسيرها.,التضامن,الخدمات الاجتماعية والثقافية
يحدد تشكيلة لجنة الطعن المختصة بأسلاك موظفي الإدارة المركزية في وزارة التضامن الوطني.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن إحداث مجلس استشاري للجالية الوطنية بالخارج وتنظيمه وسيره.,التضامن,الخدمات الاجتماعية والثقافية
يتعلق بجهاز نشاطات الإدماج الاجتماعي.,التضامن,الخدمات الاجتماعية والثقافية
"يحدد كيفيات متابعة وتقييم حساب التخصيص الخاص رقم 302-069 الذي عنوانه ""الصندوق الخاص للتضامن الوطني"".",التضامن,الخدمات الاجتماعية والثقافية
يتمم القائمة الملحقة بالمرسوم رقم 80-83 المؤرخ في 28 ربيع الثاني عام 1400 الموافق 15 مارس سنة 1980 والمتضمن إحداث دور الأطفال المسعفين وتنظيمها وسيرها.,التضامن,الخدمات الاجتماعية والثقافية
يتمم قوائم المراكز المتخصصة في تعليم الأطفال المعوقين بصريا والمراكز الطبية التربوية للأطفال المعوقين ذهنيا والمعوقين حركيا.,التضامن,الخدمات الاجتماعية والثقافية
يتمم قائمة المراكز المتعددة الخدمات لرعاية الشباب.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن القانون الأساسي الخاص بالموظفين المنتمين للأسلاك الخاصة بالإدارة المكلفة بالتضامن الوطني.,التضامن,الخدمات الاجتماعية والثقافية
يتمم قائمة المراكز المتخصصة في تعليم الأطفال المعوقين بصريا.,التضامن,الخدمات الاجتماعية والثقافية
يتمم قائمة المراكز لمن يعانون نقصا في التنفس.,التضامن,الخدمات الاجتماعية والثقافية
يتمم قائمة مصالح المساعدة الاجتماعية الاستعجالية المتنقلة.,التضامن,الخدمات الاجتماعية والثقافية
يتمم قائمة المراكز الوطنية لاستقبال الفتيات والنساء ضحايا العنف ومن هن في وضع صعب.,التضامن,الخدمات الاجتماعية والثقافية
يحدد كيفيات المشاركة في الجلسات الوطنية وتنظيمها وكذا معايير انتخاب أعضاء المجلس الاستشاري للجالية الوطنية بالخارج.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن تعديل تنظيم مديرية النشاط الاجتماعي للولاية.,التضامن,الخدمات الاجتماعية والثقافية
يتمم القائمة الملحقة بالمرسوم رقم 80-83 المؤرخ في 28 ربيع الثاني عام 1400 الموافق 15 مارس سنة 1980 والمتضمن إحداث دور الأطفال المسعفين وتنظيمها وسيرها.,التضامن,الخدمات الاجتماعية والثقافية
يتمم قائمتي المراكز المتخصصة في تعليم الأطفال المعوقين بصريا والمراكز الطبية التربوية للأطفال المعوقين ذهنيا.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن تعيين أعضاء مجلس التوجيه للمركز الوطني لاستقبال الفتيات والنساء ضحايا العنف ومن هن في وضع صعب لبوسماعيل، ولاية تيبازة.,التضامن,الخدمات الاجتماعية والثقافية
يحدد تشكيلة لجنة تسهيل وصول الأشخاص المعوقين إلى المحيط المادي والاجتماعي والاقتصادي والثقافي وتنظيمها وسيرها.,التضامن,الخدمات الاجتماعية والثقافية
يتمم قائمتي المراكز المتخصصة في تعليم الأطفال المعوقين بصريا وسمعيا.,التضامن,الخدمات الاجتماعية والثقافية
يتمم القائمة الملحقة بالمرسوم رقم 80-82 المؤرخ في 28 ريبع الثاني عام 1400 الموافق 15 مارس سنة 1980 والمتضمن إحداث دور المسنين أو المعوقين وتنظيمها وسيرها.,التضامن,الخدمات الاجتماعية والثقافية
يتمم القائمة الملحقة بالمرسوم رقم 80-83 المؤرخ في 28 ربيع الثاني عام 1400 الموافق 15 مارس سنة 1980والمتضمن إحداث دور الأطفال المسعفين وتنظيمها وسيرها.,التضامن,الخدمات الاجتماعية والثقافية
يحدد صلاحيات وزير التضامن الوطني والأسرة.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن تنظيم الإدارة المركزية لوزارة التضامن الوطني والأسرة.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن تنظيم المفتشية العامة لوزارة التضامن الوطني والأسرة وسيرها.,التضامن,الخدمات الاجتماعية والثقافية
يتعلق بحماية الأشخاص المسنين.,التضامن,الخدمات الاجتماعية والثقافية
يتعلق بجهاز القرض المصغر.,التضامن,الخدمات الاجتماعية والثقافية
يعدل ويتمم المرسوم التنفيذي رقم 04-15 المؤرخ في 29 ذي القعدة عام 1424 الموافق 22 يناير سنة 2004 الذي يحدد شروط الإعانة المقدمة للمستفيدين من القرض المصغر ومستواها.,التضامن,الخدمات الاجتماعية والثقافية
يحدد تعداد مناصب الشغل وتصنيفها ومدة العقد الخاص بالأعوان العاملين في نشاطات الحفظ أو الصيانة أو الخدمات بعنوان الإدارة المركزية لوزارة التضامن الوطني والأسرة.,التضامن,الخدمات الاجتماعية والثقافية
يحدد عدد المناصب العليا للموظفين المنتمين للأسلاك المشتركة في المؤسسات والإدارات العمومية بعنوان الإدارة المركزية لوزارة التضامن الوطني والأسرة.,التضامن,الخدمات الاجتماعية والثقافية
يعدل ويتمم المرسوم رقم 80-59 المؤرخ في 21 ربيع الثاني عام 1400 الموافق 8 مارس سنة 1980 والمتضمن إحداث المراكز الطبية التربوية والمراكز المتخصصة في تعليم الأطفال المعوقين وتنظيمها وسيرها.,التضامن,الخدمات الاجتماعية والثقافية
يتعلق بالمقاييس التقنية لتسهيل وصول الأشخاص المعوقين إلى المحيط المبني والتجهيزات المفتوحة للجمهور.,التضامن,الخدمات الاجتماعية والثقافية
يحدد عدد المناصب العليا للعمال المهنيين وسائقي السيارات والحجاب بعنوان الإدارة المركزية لوزارة التضامن الوطني والأسرة.,التضامن,الخدمات الاجتماعية والثقافية
يؤسس النظام التعويضي للموظفين المنتمين للأسلاك الخاصة بالإدارة المكلفة بالتضامن الوطني.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن حل المؤسسة العمومية للإدماج الاجتماعي والمهني للأشخاص المعوقين.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن القانون الأساسي النموذجي لمؤسسات الطفولة المسعفة.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن القانون الأساسي النموذجي لمؤسسات التربية والتعليم المتخصصة للأطفال المعوقين.,التضامن,الخدمات الاجتماعية والثقافية
يعدل ويتمم المرسوم التنفيذي رقم 09-305 المؤرخ في 20 رمضان عام 1430 الموافق 10 سبتمبر سنة 2009 والمتعلق بجهاز نشاطات الإدماج الاجتماعي.,التضامن,الخدمات الاجتماعية والثقافية
يحدد شروط وضع المؤسسات المتخصصة وهياكل استقبال الأشخاص المسنين وكذا مهامهم وتنظيمها وسيرها.,التضامن,الخدمات الاجتماعية والثقافية
يحدد تنظيم الإدارة المركزية لوزارة التضامن الوطني والأسرة في مكاتب.,التضامن,الخدمات الاجتماعية والثقافية
يحدد تعداد مناصب الشغل وتصنيفها ومدة العقد الخاص بالأعوان العاملين في نشاطات الحفظ أو الصيانة أو الخدمات بعنوان المراكز الوطنية للتكوين والمراكز الوطنية لاستقبال الفتيات والنساء ضحايا العنف ومن هن في وضع صعب تحت وصاية وزارة التضامن الوطني والأسرة.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن تعديل القانون الأساسي النموذجي للمؤسسات المتخصصة في حماية الطفولة والمراهقة.,التضامن,الخدمات الاجتماعية والثقافية
يعدل ويتمم القرار المؤرخ في 7 ذي القعدة عام 1425 الموافق 19 ديسمبر سنة 2004 والمتضمن إنشاء لجنتين متساويتي الأعضاء مختصتين بأسلاك موظفي وزارة التشغيل والتضامن الوطني.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن تجديد تشكيلة اللجنتين الإداريتين المتساويتي الأعضاء المختصتين بأسلاك موظفي وزارة التضامن الوطني والأسرة.,التضامن,الخدمات الاجتماعية والثقافية
يحدد إطار تنظيم المسابقات على أساس الاختبارات والإمتحانات المهنية للالتحاق بالرتب التابعة للأسلاك الخاصة بالإدارة المكلفة بالتضامن الوطني.,التضامن,الخدمات الاجتماعية والثقافية
يحدد تعداد مناصب الشغل وتصنيفها ومدة العقد الخاص بالأعوان العاملين في نشاطات الحفظ أو الصيانة أو الخدمات على مستوى المديريات الولائية للنشاط الاجتماعي والتضامن.,التضامن,الخدمات الاجتماعية والثقافية
يعدل القرار المؤرخ في 12 ربيع الثاني عام 1431 الموافق 28 مارس سنة 2010 والمتضمن تعيين أعضاء مجلس التوجيه للمركز الوطني لاستقبال الفتيات والنساء ضحايا العنف ومن هن في وضع صعب لبوسماعيل، ولاية تيبازة.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن إنشاء مؤسسات التربية والتعليم المتخصصة للأطفال المعوقين.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن إنشاء مؤسسة الطفولة المسعفة.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن إنشاء مؤسسات التربية والتعليم المتخصصة للأطفال المعوقين.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن إنشاء مؤسسات الطفولة المسعفة.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن إنشاء مركز متخصص في إعادة التربية.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن إنشاء مركز نفسي بيداغوجي للأطفال المعوقين ذهنيا ببلدية تيبازة، ولاية تيبازة.,التضامن,الخدمات الاجتماعية والثقافية
يحدد شروط وكيفيات منح بطاقة الشخص المسن.,التضامن,الخدمات الاجتماعية والثقافية
يحدد صلاحيات وزير التضامن الوطني والأسرة وقضايا المرأة.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن تنظيم الإدارة المركزية لوزارة التضامن الوطني والأسرة وقضايا المرأة.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن تنظيم المفتشية العامة لوزارة التضامن الوطني والأسرة وقضايا المرأة وسيرها.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن إنشاء مركز نفسي بيداغوجي للأطفال المعوقين ذهنيا ببلدية تمالوس، ولاية سكيكدة.,التضامن,الخدمات الاجتماعية والثقافية
يتمم المرسوم الرئاسي رقم 11-133 المؤرخ في 17 ربيع الثاني عام 1432 الموافق 22 مارس سنة 2011 والمتعلق بجهاز القرض المصغر.,التضامن,الخدمات الاجتماعية والثقافية
يتمم المرسوم التنفيذي رقم 04-15 المؤرخ في 29 ذي القعدة عام 1424 الموافق 22 يناير سنة 2004 الذي يحدد شروط الإعانة المقدمة للمستفيدين من القرض المصغر ومستواها.,التضامن,الخدمات الاجتماعية والثقافية
"يعدل ويتمم المرسوم التنفيذي رقم 05-414 المؤرخ في 22 رمضان عام 1426 الموافق 25 أكتوبر سنة 2005 الذي يحدد كيفيات تسيير حساب التخصيص الخاص رقم 302-117 الذي عنوانه ""الصندوق الوطني لدعم القرض المصغر"".",التضامن,الخدمات الاجتماعية والثقافية
يتضمن تحويل مدرستين للأطفال المعوقين بصريا إلى مركزين نفسيين بيداغوجيين للأطفال المعوقين ذهنيا.,التضامن,الخدمات الاجتماعية والثقافية
يحدد التنظيم الداخلي لمؤسسات الطفولة المسعفة.,التضامن,الخدمات الاجتماعية والثقافية
يحدد التنظيم الداخلي للمؤسسات المتخصصة في حماية الطفولة والمراهقة.,التضامن,الخدمات الاجتماعية والثقافية
يتمم المرسوم التنفيذي رقم 11-214 المؤرخ في 10 رجب عام 1432 الموافق 12 يونيو سنة 2011 الذي يؤسس النظام التعويضي للموظفين المنتمين للأسلاك الخاصة بالإدارة المكلفة بالتضامن الوطني.,التضامن,الخدمات الاجتماعية والثقافية
يحدد التنظيم الداخلي للمؤسسات المتخصصة وهياكل استقبال الأشخاص المسنين.,التضامن,الخدمات الاجتماعية والثقافية
يعدل ويتمم المرسوم التنفيذي رقم 04-15 المؤرخ في 29 ذي القعدة عام 1424 الموافق 22 يناير سنة 2004 الذي يحدد شروط الإعانة المقدمة للمستفيدين من القرض المصغر ومستواها.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن إنشاء مراكز نفسية بيداغوجية للأطفال المعوقين ذهنيا.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن وضع بعض الأسلاك الخاصة التابعة للإدارة المكلفة بالفلاحة في حالة القيام بالخدمة لدى وزارة التضامن الوطني والأسرة وقضايا المرأة.,التضامن,الخدمات الاجتماعية والثقافية
